OID_,lease_id,grow_area_name,grow_area_desc,cmu_name,rainfall_thresh_in,latitude,longitude
297,M157-1,,,,4,32.568330650000000,-80.225722529999999
298,M157-2,,,,4,32.569839299999998,-80.218648560000005
275,M166-1,,,,4,32.640290170000000,-80.258645799999996
276,M166-2,,,,4,32.650774319999996,-80.252172770000001
284,M168-1,,,,4,32.664286320000002,-80.279502230000006
285,M168-2,,,,4,32.667782379999998,-80.282863320000004
286,M168-3,,,,4,32.670135850000001,-80.273134159999998
287,M168-4,,,,4,32.672241630000002,-80.277870899999996
288,M168-5,,,,4,32.674130599999998,-80.290274569999994
306,M188,,,,4,32.576552599999999,-80.191892910000007
296,M198A,,,,4,32.660282309999999,-80.001653970000007
259,M206,,,,4,32.684273529999999,-79.945026409999997
245,M212,,,,4,32.670860460000000,-79.952189390000001
261,M257-1,,,,4,32.830477170000002,-79.734583979999996
262,M257-2,,,,4,32.831003459999998,-79.730142009999994
263,M257-3,,,,4,32.831579970000000,-79.738830620000002
264,M257-4,,,,4,32.831557320000002,-79.734828859999993
265,M257-5,,,,4,32.833403850000003,-79.730094190000003
266,M257-6,,,,4,32.836588339999999,-79.732405569999997
267,M257-7,,,,4,32.836030600000001,-79.734641199999999
268,M257-8,,,,4,32.838067860000002,-79.734867410000007
269,M257-9,,,,4,32.839986019999998,-79.734439780000002
291,M261-1,,,,4,32.846649939999999,-79.725373200000007
292,M261-2,,,,4,32.847666640000000,-79.728555200000002
293,M261-3,,,,4,32.856363320000000,-79.719592689999999
303,M277-1,,,,4,32.902991589999999,-79.626860539999996
304,M277-2,,,,4,32.919715189999998,-79.629678870000006
305,M277-3,,,,4,32.919810759999997,-79.614837789999996
283,M280,,,,4,33.016931219999996,-79.550625740000001
260,M286,,,,4,33.029600170000002,-79.512691219999994
248,M294-1,,,,4,33.015467460000004,-79.489475110000001
249,M294-2,,,,4,33.017729529999997,-79.485837900000007
250,M294-3,,,,4,33.029847930000003,-79.492414760000003
271,M296-1,,,,4,33.033174780000003,-79.493700000000004
272,M296-2,,,,4,33.036841559999999,-79.511615590000005
273,M296-3,,,,4,33.052247739999999,-79.487770990000001
251,M298-1,,,,4,33.022287149999997,-79.468715579999994
252,M298-2,,,,4,33.023477260000000,-79.469430930000001
253,M298-3,,,,4,33.027357700000003,-79.378083730000000
254,M298-4,,,,4,33.028973309999998,-79.379424270000001
255,M298-5,,,,4,33.034835440000002,-79.423746030000004
256,M298-6,,,,4,33.038040750000000,-79.372278429999994
257,M298-7,,,,4,33.052895939999999,-79.406951870000000
258,M298-8,,,,4,33.053726249999997,-79.411015669999998
274,M299,,,,4,33.037706989999997,-79.375102850000005
294,M300,,,,4,33.099816449999999,-79.408519900000002
277,M304,,,,4,33.038157239999997,-79.357907440000005
333,M304B,,,,4,33.026263880000002,-79.363676459999994
240,M305-1,,,,4,33.027315000000002,-79.399055120000000
241,M305-2,,,,4,33.030601689999997,-79.402776040000006
242,M305-3,,,,4,33.035598569999998,-79.403669320000006
243,M305-4,,,,4,33.044784229999998,-79.413606810000005
244,M305-5,,,,4,33.046227170000002,-79.418627330000007
290,M321,,,,4,33.068924610000003,-79.366179450000004
289,M323,,,,4,33.072421700000000,-79.362904970000002
278,M330-1,,,,4,33.059740550000001,-79.345228770000006
279,M330-2,,,,4,33.062421090000001,-79.342191209999996
280,M330-3,,,,4,33.065100850000000,-79.340536510000007
281,M330-4,,,,4,33.067245110000002,-79.341120169999996
323,M601B,,,,4,32.203750190000001,-80.787147289999993
324,M602B,,,,4,32.203036140000002,-80.794546229999995
330,M603B,,,,4,33.055222430000001,-79.352378709999996
307,M701F,,,,4,32.534526690000000,-80.710194740000006
308,M702F-1,,,,4,32.514426700000001,-80.647342429999995
317,M702F-10,,,,4,32.525238049999999,-80.594882459999994
318,M702F-11,,,,4,32.521985170000001,-80.591280159999997
319,M702F-12,,,,4,32.525500370000003,-80.593276540000005
320,M702F-13,,,,4,32.524031540000003,-80.600142919999996
321,M702F-14,,,,4,32.525730140000000,-80.605894919999997
322,M702F-15,,,,4,32.526628180000003,-80.603258550000007
309,M702F-2,,,,4,32.513923120000001,-80.592755449999999
310,M702F-3,,,,4,32.518150570000003,-80.593498589999996
311,M702F-4,,,,4,32.519182749999999,-80.593599589999997
312,M702F-5,,,,4,32.520187530000001,-80.622326900000004
313,M702F-6,,,,4,32.517548460000000,-80.645959410000003
314,M702F-7,,,,4,32.518247219999999,-80.630787490000003
315,M702F-8,,,,4,32.521495510000001,-80.632308600000002
316,M702F-9,,,,4,32.521870149999998,-80.625139570000002
325,M703F,,,,4,32.612129609999997,-80.275467500000005
327,M704F-1,,,,4,32.512661090000002,-80.443159969999996
328,M704F-2,,,,4,32.517115290000000,-80.438667229999993
329,M704F-3,,,,4,32.522404909999999,-80.434441600000000
331,M705F-1,,,,4,32.646400950000000,-79.993451019999995
332,M705F-2,,,,4,32.651526640000000,-79.995691339999993
166,R008,,,,4,32.198616059999999,-80.834673370000004
164,R036,,,,4,32.226519740000001,-80.788767239999999
162,R037,,,,4,32.233016249999999,-80.784308260000003
142,R061,,,,4,32.363745520000002,-80.830865750000001
146,R089,,,,4,32.317353709999999,-80.597981149999995
232,R121,,,,4,32.373087239999997,-80.624847959999997
116,R132,,,,4,32.497506270000002,-80.451322259999998
98,R173,,,,4,32.631938220000002,-80.217479740000002
99,R174,,,,4,32.631297150000002,-80.211508010000003
101,R175,,,,4,32.615181309999997,-80.239117829999998
97,R181,,,,4,32.636115449999998,-80.206242020000005
96,R186,,,,4,32.636923119999999,-80.049337800000004
93,R193,,,,4,32.652149209999997,-80.001890090000003
109,R201,,,,4,32.664350380000002,-79.938818029999993
37,R234,,,,4,32.812432479999998,-79.780863350000004
38,R252,,,,4,32.802627389999998,-79.792884240000006
71,R274,,,,4,32.923323160000002,-79.638659349999998
57,R292,,,,4,33.048450699999997,-79.499226829999998
12,R351,,,,4,33.513689820000003,-79.064818759999994
11,R355,,,,4,33.524809769999997,-79.058275580000000
170,S003,,,,4,32.065541390000000,-80.892312520000004
168,S005,,,,4,32.135234290000000,-80.836366740000003
165,S007,,,,4,32.178170530000003,-80.856052509999998
160,S029,,,,4,32.206288520000001,-80.771638530000004
179,S030,,,,4,32.184674889999997,-80.748853550000007
196,S032,,,,4,32.227194699999998,-80.797788330000003
158,S033,,,,4,32.211277170000002,-80.795536080000005
163,S038,,,,4,32.225665249999999,-80.767513710000003
156,S048,,,,4,32.266724869999997,-80.719407009999998
141,S058,,,,4,32.360126909999998,-80.835793989999999
147,S064,,,,4,32.311856010000000,-80.698182829999993
133,S065,,,,4,32.475793500000002,-80.517152999999993
135,S068,,,,4,32.377031100000004,-80.760837550000005
143,S090,,,,4,32.334279830000000,-80.642436669999995
155,S094,,,,4,32.270637330000000,-80.624512780000003
200,S100,,,,4,32.309998380000003,-80.579485520000006
226,S101,,,,4,32.341768270000003,-80.538236990000001
186,S104,,,,4,32.366159869999997,-80.505087860000003
187,S105,,,,4,32.382114119999997,-80.479569870000006
144,S106-1,,,,4,32.320380080000000,-80.491585970000003
145,S106-2,,,,4,32.330893160000002,-80.478057559999996
139,S108,,,,4,32.400402030000002,-80.434321150000002
137,S117,,,,4,32.389097550000002,-80.646546400000005
138,S118,,,,4,32.373978620000003,-80.612292170000003
132,S124,,,,4,32.445223560000002,-80.566115249999996
134,S127,,,,4,32.410891610000000,-80.458613749999998
181,S134,,,,4,32.516726470000002,-80.459895979999999
182,S135,,,,4,32.534749990000002,-80.428831279999997
117,S140,,,,4,32.492010389999997,-80.371166340000002
114,S152,,,,4,32.514965320000002,-80.287606069999995
111,S161,,,,4,32.613406359999999,-80.284611020000000
211,S168,,,,4,32.658442260000001,-80.284522140000007
212,S172,,,,4,32.710312090000002,-80.185048300000005
236,S182,,,,4,32.648252569999997,-80.189563739999997
237,S187,,,,4,32.594311779999998,-80.187300669999999
95,S189,,,,4,32.644088629999999,-80.007694950000001
105,S194E,,,,4,32.616575939999997,-80.043363580000005
104,S194W,,,,4,32.604724679999997,-80.126560440000006
180,S196,,,,4,32.648998929999998,-79.978732760000000
110,S201,,,,4,32.664770369999999,-79.926812130000002
51,S203,,,,4,32.739939280000002,-79.895181289999996
52,S205,,,,4,32.716466189999998,-79.911267740000000
219,S206E,,,,4,32.693425890000000,-79.925011209999994
220,S206W,,,,4,32.666473259999997,-79.961657939999995
46,S217,,,,4,32.772061100000002,-79.831446830000004
42,S222,,,,4,32.783144280000002,-79.817734990000005
48,S237,,,,4,32.874179640000001,-79.838658499999994
47,S238,,,,4,32.884052990000001,-79.869441530000003
89,S241,,,,4,32.818054359999998,-79.737711890000000
121,S242,,,,4,32.821402059999997,-79.746657089999999
49,S248,,,,4,32.928408560000001,-79.810501770000002
41,S251,,,,4,32.802043099999999,-79.804437460000003
40,S252,,,,4,32.796471519999997,-79.787958300000000
217,S254,,,,4,32.822220240000000,-79.762515149999999
39,S255,,,,4,32.787598400000000,-79.794570530000001
218,S256,,,,4,32.838371199999997,-79.764299080000001
86,S258,,,,4,32.838469519999997,-79.729919310000000
85,S260,,,,4,32.846322770000000,-79.733235379999996
84,S262,,,,4,32.873889460000001,-79.689847659999998
68,S272,,,,4,32.930309450000003,-79.648786700000002
73,S275,,,,4,32.949331319999999,-79.647087589999998
69,S276,,,,4,32.947754830000001,-79.623206139999994
64,S279,,,,4,33.009829099999997,-79.571456940000004
66,S280,,,,4,32.973242710000001,-79.628615830000001
78,S283,,,,4,32.899701520000001,-79.679768260000003
65,S286,,,,4,32.982652440000003,-79.554286320000003
28,S294,,,,4,33.062205830000003,-79.496175989999998
35,S295,,,,4,33.080362930000000,-79.445378160000004
25,S328,,,,4,33.098623130000000,-79.362708830000003
23,S336,,,,4,33.143093210000004,-79.286015160000005
22,S337,,,,4,33.153358930000003,-79.242413790000001
24,S340,,,,4,33.147526270000000,-79.230550230000006
19,S341,,,,4,33.176440800000002,-79.198546260000001
18,S342,,,,4,33.307939820000001,-79.171839180000006
16,S349,,,,4,33.454486029999998,-79.109603039999996
15,S350,,,,4,33.465621800000001,-79.103792920000004
13,S354,,,,4,33.520415460000002,-79.061929699999993
9,S357,,,,4,33.528963949999998,-79.049522170000003
8,S358,,,,4,33.538957600000003,-79.032982230000002
2,S392,,,,4,33.848178240000003,-78.598991369999993
20,S904,,,,4,33.220822339999998,-79.195802979999996
21,S910,,,,4,33.257357749999997,-79.226565829999998
1,S997,,,,4,33.854523409999999,-78.579729819999997
